id_concept;id_topic;id_test;id_question;weight;question;correct;A;B;C;D
01;0102;01;19;6;Daftar I-SL (K) digunakan untuk;Penyalinan hasil matching perusahaan didalam IA dengan instansi lain pada tingkat kabupaten/kota;Penyalinan hasil matching perusahaan didalam IA dengan instansi lain pada tingkat nasional;Penyalinan hasil matching perusahaan didalam IA dengan instansi lain pada tingkat provinsi;Penyalinan hasil matching perusahaan didalam IA dengan instansi lain pada tingkat kabupaten/kota;Penyalinan hasil matching perusahaan didalam IA dengan instansi lain, pada tingkat kecamatan
01;0102;01;20;6;Untuk perusahaan yang aktif dan non-respon, di data dengan kuesioner....;II-B;IB;II-B;IIA;Daftar I-SL
02;0201;02;01;6;Kegiatan yang sangat penting dan utama di dalam Pemutakhiran Direktori untuk melengkapi cakupan Direktori BPS adalah:;Menjaring perusahaan baru;Melaporkan perusahaan yang pindah kategori menjadi bukan kategori industri manufaktur;Melaporkan perusahaan yang berubah skala menjadi kelompok industri mikro atau kecil; Melaporkan perusahaan yang pindah, tutup dan non respon;Menjaring perusahaan baru
02;0201;02;02;6;Beberapa tujuan dilakukannya kegiatan Updating Direktori dalam pelaksanaan kegiatan Survei Tahunan Industri Manufaktur adalah seperti berikut, kecuali:;Meningkatkan response rate;Menjaring Perusahaan Baru;Meningkatkan response rate;Melaporkan Perusahaan yang respon, tutup, berubah skala, berubah sub sektor;Salah satu manajemen survei
02;0201;02;03;6;Berikut adalah kegiatan di dalam Updating Direktori Survei Tahunan Industri Manufaktur di dalam tahun survei, kecuali:;Melaporkan perusahaan lewat cacah;Melaporkan perusahaan tutup, pindah, dobel, bukan industri dan berubah skala dengan daftar II-B;Cek lapangan perusahaan aktif;Melaporkan perusahaan lewat cacah;Melaporkan perusahaan yang non respon
02;0201;02;04;4;Pengecekan hasil updating dan Aproval I-B dan II-B oleh provinsi dilaksanakan pada periode;Maret - Juni;Januari - Juni;Februari - April;Maret - Juni;November
02;0202;02;05;4;Dokumen yang tidak diperlukan petugas saat pendataan ke perusahaan Industri Besar dan Sedang di masing-masing Kabupaten/Kota adalah.;Daftar I-SL (P);Kartu Kendali;Daftar II-B;Daftar I-A;Daftar I-SL (P)
02;0202;02;06;6;Pelaksanaan paling awal di dalam Pemutakhiran Direktori di dahului dengan:;Melakukan matching Direktori BPS dengan Direktori dari Instansi lain;Mendata perusahaan yang aktif yang tercatat di Direktori IBS BPS dengan daftar II-A;Mengecek perusahaan dengan daftar I-B;Mengecek perusahaan dengan daftar II-B;Melakukan matching Direktori BPS dengan Direktori dari Instansi lain
02;0202;02;07;4;Hasil matching Direktori BPS dengan Direktori dari Instansi lain akan di salin ke:;I-SL (K) untuk tingkat Kabupaten/Kota;I-SL (P) untuk tingkat Kabupaten/Kota;I-SL (P) untuk tingkat Pusat;I-SL (K) untuk tingkat Kabupaten/Kota;I-SL (K) untuk tingkat Kecamatan
02;0203;02;08;6;Jika ternyata didalam isian kuisioner Updating Perusahaan diketahui bahwa perusahaan tersebut sudah tidak berproduksi lagi, maka;Lanjutkan ke kuisioner II-B;Lanjutkan ke kuisioner II-A;Lanjutkan ke kuisioner II-B;Hapus perusahaan di dalam direktori IBS;Laporkan ke ketua lingkungan setempat
02;0203;02;09;6;Manakah pernyataan yang paling benar;Perusahaan yang dilaporkan dengan I-B dan telah di approve Provinsi akan dicacah menggunakan Kuesioner Updating Perusahaan dan II-A;Perusahaan yang dilaporkan dengan I-B dan telah di approve Provinsi akan dicacah menggunakan Kuesioner Updating Perusahaan dan II-A;Perusahaan yang dilaporkan dengan Kuesioner Updating Perusahaan dan ternyata tutup, di lanjutkan dengan Kusesioner IIA;Jumlah Kuesioner Updating Perusahaan harus sama dengan jumlah Kuesioner IIA;Jumlah Kuesioner Updating Perusahaan harus sama dengan jumlah Kuesioner IB +  jumlah Kuesioner IIA
02;0203;02;10;4;Kegiatan yang harus dilakukan oleh setiap petugas di tahun survei sebelum melakukan droping atau penyerahan daftar isian II-A ke perusahaan yang aktif tahun sebelumnya adalah:;Mengisi kuesioner updating perusahaan;Matching Perusahaan;Droping daftar isian II-B;Mengisi kuesioner updating perusahaan;Menjaring perusahaan baru dengan I-B
02;0204;02;11;4;Kelompok perusahaan yang di laporkan dengan Kuesioner I-B adalah, kecuali :;Perusahaan Industri Besar dan Sedang yang pindah ke provinsi lain;Perusahaan Industri Besar dan Sedang yang baru berdiri;Perusahaan Industri Besar dan Sedang yang baru pindah dari provinsi lain;Perusahaan Industri Besar dan Sedang yang pindah ke provinsi lain;Perusahaan yang baru berubah tenaga kerjanya menjadi 20 orang atau lebih
02;0204;02;12;4;Jadwal melaporkan calon perusahaan tambahan (calon perusahaan baru) yang dilakukan oleh petugas lapangan adalah;Februari-April;Januari;Mei-Juni;Februari-April;November
02;0204;02;13;6;Berikut pernyataan yang benar dari kemungkinan yang terjadi saat dilakukan data entri calon perusahaan baru dengan daftar I-B oleh operator:;Menambahan ke direktori I-A jika produksi komersil dan perkerja 20 orang keatas;Menambahan ke direktori I-A jika produksi komersil dan perkerja 20 orang keatas;Tidak dicek kembali karena ditahun survei perusahaan jumlah tenaga kerjanya kurang dari 20 orang;Cek kembali tahun depan karena produksi yang dihasilkan bukan industri pengolahan;Perusahaan Industri dengan produksi percobaan tidak perlu di cek kembali
02;0205;02;14;6;Kelompok perusahaan yang paling tepat dilaporkan dengan daftar isian II-B adalah:;Perusahaan pindah Kabupaten/Kota;Perusahaan yang lewat cacah;Kegiatan produksi masih percobaan;Perusahaan pindah Kabupaten/Kota;Perusahaan tenaga kerja diatas 20 orang keatas.
02;0205;02;15;4;Jadwal melaporkan perusahaan tutup, pindah, dobel, bukan industri manufaktur, dan berubah skala adalah di bulan;Januari - April;Januari - April;Februari - April;Maret - Juni;November
02;0205;02;16;4;Sering kali ketika mendata suatu perusahaan khususnya perusahaan besar, tidak bersedia memberikan data, kemudian dikunjungi kembali tetapi tetap tidak memberikan data dan hal ini menyebabkan non respon, saat yang tepat melaporkan non respon adalah di bulan:;November;Januari - April;Februari - April;Maret - Juni;November
02;0205;02;17;6;Di dalam Pemutakhiran Direktori, apabila ada perusahaan yang pindah ke luar Provinsi, maka di dalam isian kuesioner II-B perusahaan yang pindah tersebut akan dinyakatan sebagai:;Tutup permanen;Pindah ;Tutup;Tutup sementara;Tutup permanen
02;0206;02;18;4;Istilah untuk perusahaan yang baru ditemukan (biasanya dengan daftar I-B);AB;AL;AB;AC;AK
02;0206;02;19;6;Istilah TL digunakan untuk menggambarkan perusahaan yang...;Perusahaan yang tutup permanen tahun lalu;Perusahaan yang tutup permanen tahun lalu;Perusahaan yang sebelumnya aktif tetapi sekarang tutup permanen;Perusahaan yang sebelumnya aktif tetapi sekarang tutup;Perusahaan yang jenis kegiatan usahanya pada tahun survei tidak termasuk dalam kelompok Industri Manufaktur sesuai KBLI 2009
02;0206;02;20;4;Istilah untuk perusahaan yang jenis kegiatan usahanya pada tahun survei tidak termasuk dalam kelompok Industri Manufaktur sesuai KBLI 2009;BI;UL;UB;KL;BI
03;0301;03;01;4;Jadwal mengantarkan Daftar II-A ke perusahaan aktif;Januari - Juni;Januari - Juni;April - Mei;Februari - November;November
03;0301;03;02;4;Jadwal pengambilan daftar II-A ke perusahaan dilaksanakan pada periode;Februari - November;Januari - Juni;April - Mei;Februari - November;November
03;0301;03;03;4;Kode Identitas Perusahaan (KIP) harus terisi untuk setiap perusahaan di dalam kuesioner II-A, berikut adalah pernyatan yang benar terkait dengan KIP, kecuali:;Penulisan KIP dilakukan setelah dokumen kuesioner II-A kembali dari perusahaan;Penulisan KIP dilakukan setelah dokumen kuesioner II-A kembali dari perusahaan;BPS Provinsi tidak boleh mengirim kuesioner II-A ke Pusat tanpa KIP;Penulisan KIP di kuesioner II-A dilakukan sebelum dropping kuesioner ke perusahaan;KIP dibuat secara otomatis melalui sistim di dalam Moibs
03;0301;03;04;4;2 digit awal dari KIP adalah kode;kode provinsi;kode provinsi;kode kabupaten/kota;kode kecamatan;nomor urut perusahaan
03;0301;03;05;4;Aturan penulisan nama perusahaan yang mempunyai badan hukum adalah;SUMBER MAKMUR, PT;PT, SUMBER MAKMUR;PT. SUMBER MAKMUR;SUMBER MAKMUR, PT;SUMBER MAKMUR. PT
03;0301;03;06;4;"Jika R26 (kuesioner IIA) terisi barang yang dihasilkan adalah : -Produk : Ikan Beku; Volume : 25 ton; Nilai : 1,5 miliar  dan Produk : Ikan Kaleng; Volume : 20 ton; Nilai : 1,5 miliar. Isian Produk utama (R6, Kuesioner IIA)";Ikan Beku;Ikan Beku;Ikan Kaleng;Ikan Beku dan Ikan Kaleng;Pembekuan dan Pengalengan Ikan
03;0302;03;07;6;"Usaha Pakaian ""Anjung"" mempunyai tenaga kerja sebanyak 25 orang. Produk utamanya adalah kaos oblong. Untuk proses penyablonan pada kaos, Usaha Pakaian ""Anjung"" bekerjasama dengan Usaha Sablon ""Aries"". Usaha Sablon ""Aries"" mempekerjakan pegawai sebanyak 30 orang. Tahun 2017, Usaha Pakaian ""Anjung"" membayar 50 juta untuk proses penyablonan kaos kepada Usaha Sablon ""Aries"". Pada Kuesioner II-A untuk Usaha Pakaian ""Anjung"", nilai 50 juta itu akan masuk ke rincian berapa?";Rincian 19c. Jasa Industri yang dibayarkan;Rincian 18a. Upah/Gaji;Rincian 19c. Jasa Industri yang dibayarkan;Rincian 19k. Pengeluaran Lainnya;Rincian 28. Pendapatan dari jasa industri (Makloon)
03;0302;03;08;4;Jika perusahaan menggunakan kemasan/pembungkus dalam proses produksinya, nilai kemasan/pembungkus tersebut akan masuk ke rincian berapa dalam kuesioner IIA;Rincian 24i. Pengeluaran lainnya;Rincian 24i. Pengeluaran lainnya;Rincian 25. Bahan baku dan penolong;Rincian 31a. Nilai stok bahan baku, bahan penolong, bahan bakar, pembungkus dan lain-lain;Rincian 32.f Nilai taksiran seluruh barang modal tetap lainnya
03;0303;03;09;4;Jika perusahaan dengan produk utama adalah Air minum dalam kemasan. Pada R26b Kuesioner IIA dituliskan barang yang diproduksi adalah AMDK (Air Minum Dalam Kemasan) dengan volume sebesar 2000 kardus dan nilai 60 juta . Apa yang harus dilakukan petugas?;Konfirmasi ke responden dan mengganti satuan kardus dengan satuan standar (liter/kg), lalu beri catatan 1 kardus berapa liter/kg;Mengganti isian banyaknya volume dengan pendekatan rata-rata harga setempat;Mengkonversi satuan kardus menjadi liter;Mengkonversi satuan menjadi botol dan lihat kewajaran data antara nilai dan volumenya, bila tidak wajar isian volume diganti;Konfirmasi ke responden dan mengganti satuan kardus dengan satuan standar (liter/kg), lalu beri catatan konversinya
03;0303;03;10;6;Kapasitas Terpasang adalah;Target produksi perusahaan;Output produksi terhadap target awal perusahaan;Rencana produksi tambahan perusahaan;Target produksi perusahaan;Realisasi produksi pada perusahaan
03;0303;03;11;6;"Usaha Pakaian ""Anjung"" membutuhkan bahan baku kain sebanyak 20 ton senilai 100 juta. Dari 20 ton tersebut, sebanyak 19 ton telah terpakai habis untuk proses produksi. Sisa bahan baku tersebut bernilai 10 juta dan rencananya akan disimpan untuk produksi tahun depan. Tetapi sisa bahan baku tersebut laku terjual ke Usaha Sablon ""Aries"". Mana pernyataan yang tepat dalam Kuesioner II-A Usaha Pakaian ""Anjung""?";Rincian 29. Pendapatan Lainnya terisi 10 Juta;Rincian 25.Bahan Baku dan Penolong terisi Kain dengan nilai 20 juta;Rincian 28a. Pendapatan dari jasa industri dalam negeri terisi 10 Juta;Rincian 29. Pendapatan Lainnya terisi 10 Juta;Rincian 31a. Nilai Stok bahan baku akhir terisi 10 juta 
03;0304;03;12;6;Berikut alat atau cara pengecekan di dalam kewajaran isian pengeluaran tenaga kerja di dalam isian kuesioner II-A, kecuali;Melihat upah perusahaan per tenaga kerja per bulan dengan status permodalan perusahaan.;menggunakan alat control dengan upah minimum regional;membagi pengeluaran upah dalam satu tahun dibagi dengan jumlah tenaga kerja, kemudian dibagi lagi dengan bulan kegiatan upah, lalu dilihat menghasilkan upah yang wajar atau tidak;Melihat kewajaran upah per tenaga kerja per bulan dengan jenis pekerjaan (produksi atau non produksi);Melihat upah perusahaan per tenaga kerja per bulan dengan status permodalan perusahaan.
03;0304;03;13;4;Jika di R19 Kuesioner IIA, volume bahan bakar seluruhnya lebih kecil daripada volume bahan bakar untuk pembangkit tenaga listrik. Apa langkah pertama yang harus dilakukan?;Konfirmasi ke responden (perusahaan). Kemungkinan isian terbalik;Mengganti isian jawaban dengan pendekatan harga setempat;Nilai keduanya dibuat sama;Konfirmasi ke responden (perusahaan). Kemungkinan isian terbalik;Mengganti isian jawaban dengan pendekatan antara bahan bakar dan tenaga listrik yang dibangkitkan
03;0304;03;14;6;Apabila isian rincian tenaga listik yang dibangkitkan (R22, Kuesioner IIA) terisi dan isian bahan bakar untuk pembangkit (R19, Kuesioner IIA) tidak terisi, apa langkah pertama yang harus dilakukan?;Konfirmasi ke responden (perusahaan). Bila responden tidak dapat menjawab, isikan jawaban dengan pendekatan konversi listrik dan bahan bakar;Isikan nilai bahan bakar untuk pembangkit (R19, Kuesioner IIA) dengan pendekatan harga setempat lalu lihat kewajarannya;Mengganti isian tenaga listik yang dibangkitkan (R22, Kuesioner IIA) lalu lihat kewajarannya;Konfirmasi ke responden (perusahaan). Bila responden tidak dapat menjawab, isikan jawaban dengan pendekatan konversi listrik dan bahan bakar;Mengosongkan isian tenaga listik yang dibangkitkan (R22, Kuesioner IIA)
03;0304;03;15;6;Apabila perusahaan tidak dapat mengisi rincian tenaga listik yang dibangkitkan (R22, Kuesioner IIA) dan diketahui bahwa perusahaan tersebut menggunakan 1 genset yang berkapasitas listrik rata-rata 10,5kva/380v  (R21, Kuesioner IIA). Genset itu bekerja selama 20 hari/bulan, 8jam/hari. Hitung perkiraan banyaknya tenaga listrik yang dibangkitkan sendiri oleh perusahaan (R22, Kuesioer IIA);16128 Kwh;1344 Kwh;1680 Kwh;16128 Kwh;60800 Kwh
03;0304;03;16;6;Manakah pernyataan yang benar terkait kuesioner IIA, kecuali;Nilai bahan baku sewajarnya melebihi nilai produksinya;Nilai bahan baku sewajarnya melebihi nilai produksinya;Rasio nilai tambah berada di antara 0,25-4 terhadap tahun sebelumnya ;Rincian 19 kolom 4 ? Rincian 19 kolom 5;KBLI sesuai dengan produk utama
03;0304;03;17;6;25 pail cat =...kg;625 kg;1000 kg;750 kg;625 kg;500 kg
03;0305;03;18;4;Rasio nilai input antar tahun adalah;4 - 0,25;0,5 - 5;4 - 0,25;7 - 0,25;0,5 - 2
03;0305;03;19;6;Manakah yang termasuk komponen Nilai Tambah, kecuali;Nilai stok pada awal dan akhir tahun;Pengeluaran untuk pekerja;Pendapatan dari jasa industri (makloon);Nilai tenaga listrik yang dibeli;Nilai stok pada awal dan akhir tahun
03;0305;03;20;6;Manakah pernyataan yang benar;Nilai Tambah tidak boleh negatif;Jika pada kuesioner IIA Rincian 21 (Generator yang digunakan) terisi, maka kuesioner IIA Rincian 19 (Bahan bakar dan pelumas untuk pembangkit tenaga listrik) harus tidak terisi;Kuesioner Updating Perusahaan = Jumlah (IB+IIA+IIB) ;Untuk perusahaan/usaha yang aktif tetapi non respon, di data dengan menggunakan kuesioner IIA;Nilai Tambah tidak boleh negatif
